10025c8 | Zachary Youngs | 2025-03-19 | Edit requirements.txt upgraded to django 4.2.20
fc2d0ac | Zachary Youngs | 2025-03-19 | Edit Dockerfile to upgrade to new base image
5eb8671 | zach | 2025-01-27 | added mkdir to dockerfile
13f0af2 | zach | 2025-01-27 | fixed linter issue
6272b0d | zach | 2025-01-27 | Fixing styleing
2217fa0 | zach | 2025-01-27 | updated requirements
7236d53 | zach | 2025-01-27 | added colorfield to app
0af777a | zach | 2025-01-27 | fixing admin stylling
3385168 | zach | 2025-01-27 | working on theme
bab7051 | zach | 2025-01-27 | working on theme
6489949 | zach | 2025-01-24 | fixes for logos
3305276 | zach | 2025-01-23 | added admin fixtures
683c780 | zach | 2025-01-21 | reverted to old static files
77c5c3f | zach | 2025-01-16 | upgraded django to 4.2.18
98f4246 | zach | 2025-01-16 | Added static files for admin interface
9781fc3 | Zachary Youngs | 2025-01-10 | Update pipeline.config.js
f3ed888 | Zachary Youngs | 2025-01-10 | Update pipeline.config.js
465a858 | Zachary Youngs | 2025-01-07 | Update requirements.txt Django updated to 4.2.17, mysqlconnector updated to 9.1.0
d859d41 | Zachary Youngs | 2024-12-04 | Update start-app.sh
66da559 | Zachary Youngs | 2024-12-04 | Update start-app.sh
993adc1 | Zachary Youngs | 2024-12-03 | Update start-app.sh
584421a | Zachary Youngs | 2024-12-02 | Update test_views_unit.py
c71f1ff | Zachary Youngs | 2024-12-02 | Update test_views_unit.py
53fc07b | Zachary Youngs | 2024-12-02 | Update test_views_unit.py
68a199c | Zachary Youngs | 2024-12-02 | Update test_views_unit.py
db6cbc5 | Zachary Youngs | 2024-12-02 | Update test_views_unit.py
ba961f6 | Zachary Youngs | 2024-12-02 | Update test_views_unit.py
3c82f78 | Zachary Youngs | 2024-12-02 | Update test_views_unit.py
334a860 | Zachary Youngs | 2024-12-02 | Update test_views_unit.py
2a5f74e | Zachary Youngs | 2024-12-02 | Update settings.py
24c83c7 | Zachary Youngs | 2024-12-02 | Update settings.py
1736ff0 | Zachary Youngs | 2024-12-02 | Update settings.py
e5f375a | Zachary Youngs | 2024-12-02 | Update test_views_unit.py
2fb9f49 | Zachary Youngs | 2024-11-27 | Update test_views_unit.py
b7e8c73 | Zachary Youngs | 2024-11-27 | Update test_views_unit.py
80be49b | Zachary Youngs | 2024-11-27 | Update test_views_unit.py
a0a6c25 | Zachary Youngs | 2024-11-27 | Update test_views_unit.py
a6e6040 | Zachary Youngs | 2024-11-27 | Update test_views_unit.py
046f706 | Zachary Youngs | 2024-11-27 | Update test_views_unit.py
0f24f0e | Zachary Youngs | 2024-11-27 | Update test_views_unit.py
94aaf80 | Zachary Youngs | 2024-11-27 | Update test_views_unit.py
f451b2d | Zachary Youngs | 2024-11-27 | Update test_views_unit.py
092d35f | Zachary Youngs | 2024-11-27 | Update test_views_unit.py
6be75e6 | Zachary Youngs | 2024-11-26 | Update test_views_unit.py
92be523 | Zachary Youngs | 2024-11-26 | Update test_views_unit.py
e4076a7 | Zachary Youngs | 2024-11-25 | Update test_views_unit.py
ad29440 | Zachary Youngs | 2024-11-25 | Update test_views_unit.py
94d7fbd | Zachary Youngs | 2024-11-25 | Update test_views_unit.py
73a3e9d | Zachary Youngs | 2024-11-25 | Update test_views_unit.py
fee02a6 | Zachary Youngs | 2024-11-25 | Update test_views_unit.py
54151fc | Zachary Youngs | 2024-11-25 | Update test_views_unit.py
